Variable Name,Cohort/Measure in Featured Downloads Datafiles,Merged file Drawn From (MergedXXXX_YY_PP.csv),,
NOLOAN_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
COMPL_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
NONCOM_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
LO_INC_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
MD_INC_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
HI_INC_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
DEP_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
IND_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
PELL_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
NOPELL_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
FEMALE_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
MALE_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
FIRSTGEN_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
NOTFIRSTGEN_RPY_1YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
COMPL_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NONCOM_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
LO_INC_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
MD_INC_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
HI_INC_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
DEP_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
IND_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
PELL_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NOPELL_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
FEMALE_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
MALE_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
FIRSTGEN_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NOTFIRSTGEN_RPY_3YR_RT,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
COMPL_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
NONCOM_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
LO_INC_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
MD_INC_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
HI_INC_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
DEP_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
IND_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
PELL_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
NOPELL_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
FEMALE_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
MALE_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
FIRSTGEN_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
NOTFIRSTGEN_RPY_5YR_RT,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
COMPL_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
NONCOM_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
LO_INC_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
MD_INC_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
HI_INC_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
DEP_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
IND_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
PELL_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
NOPELL_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
FEMALE_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
MALE_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
FIRSTGEN_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
NOTFIRSTGEN_RPY_7YR_RT,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
INC_PCT_LO,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_STAT_PCT_IND,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_INC_PCT_LO,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
IND_INC_PCT_LO,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
PAR_ED_PCT_1STGEN,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
INC_PCT_M1,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
INC_PCT_M2,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
INC_PCT_H1,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
INC_PCT_H2,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_INC_PCT_M1,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_INC_PCT_M2,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_INC_PCT_H1,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_INC_PCT_H2,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
IND_INC_PCT_M1,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
IND_INC_PCT_M2,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
IND_INC_PCT_H1,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
IND_INC_PCT_H2,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
PAR_ED_PCT_MS,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
PAR_ED_PCT_HS,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
PAR_ED_PCT_PS,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
APPL_SCH_PCT_GE2,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
APPL_SCH_PCT_GE3,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
APPL_SCH_PCT_GE4,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
APPL_SCH_PCT_GE5,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_INC_AVG,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
IND_INC_AVG,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
OVERALL_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
LO_INC_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
MD_INC_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
HI_INC_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
DEP_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
IND_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
FEMALE_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
MALE_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
PELL_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
NOPELL_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
LOAN_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
NOLOAN_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_YR2_N,NSLDS AY2013-14 cohort measured in AY2015-16,2015_16,,
OVERALL_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
LO_INC_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
MD_INC_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
HI_INC_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
DEP_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
IND_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
FEMALE_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
MALE_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
PELL_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
NOPELL_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
LOAN_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
NOLOAN_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_YR3_N,NSLDS AY2012-13 cohort measured in AY2015-16,2015_16,,
OVERALL_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
LO_INC_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
MD_INC_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
HI_INC_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
DEP_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
IND_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
FEMALE_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
MALE_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
PELL_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
NOPELL_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
LOAN_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
NOLOAN_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_YR4_N,NSLDS AY2011-12 cohort measured in AY2015-16,2015_16,,
OVERALL_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LO_INC_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MD_INC_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
HI_INC_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
DEP_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
IND_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FEMALE_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_YR6_N,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
OVERALL_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_YR8_N,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
GRAD_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
WDRAW_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
LO_INC_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
MD_INC_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
HI_INC_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
DEP_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
IND_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
PELL_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
NOPELL_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
FEMALE_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
MALE_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
FIRSTGEN_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
NOTFIRSTGEN_DEBT_MDN,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
GRAD_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
WDRAW_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
LO_INC_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
MD_INC_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
HI_INC_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
DEP_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
IND_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
PELL_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
NOPELL_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
FEMALE_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
MALE_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
FIRSTGEN_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
NOTFIRSTGEN_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
GRAD_DEBT_MDN10YR,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
CUML_DEBT_N,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
CUML_DEBT_P90,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
CUML_DEBT_P75,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
CUML_DEBT_P25,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
CUML_DEBT_P10,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
INC_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_INC_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
IND_INC_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEP_STAT_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
PAR_ED_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
APPL_SCH_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
REPAY_DT_MDN,"NSLDS AY2014-15, AY2015-16 pooled cohorts",2015_16,,
SEPAR_DT_MDN,"NSLDS AY2014-15, AY2015-16 pooled cohorts",2015_16,,
REPAY_DT_N,"NSLDS AY2014-15, AY2015-16 pooled cohorts",2015_16,,
SEPAR_DT_N,"NSLDS AY2014-15, AY2015-16 pooled cohorts",2015_16,,
RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
COMPL_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
NONCOM_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
LO_INC_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
MD_INC_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
HI_INC_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
DEP_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
IND_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
PELL_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
NOPELL_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
FEMALE_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
MALE_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
FIRSTGEN_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
NOTFIRSTGEN_RPY_1YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",2014_15,,
RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
COMPL_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NONCOM_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
LO_INC_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
MD_INC_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
HI_INC_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
DEP_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
IND_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
PELL_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NOPELL_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
FEMALE_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
MALE_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
FIRSTGEN_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NOTFIRSTGEN_RPY_3YR_N,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
COMPL_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
NONCOM_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
LO_INC_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
MD_INC_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
HI_INC_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
DEP_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
IND_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
PELL_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
NOPELL_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
FEMALE_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
MALE_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
